carrier_sold,future_pay_date, pre_tax_premium ,Term,state,1st_yr_value,Comm
PROGRESSIVE,11/3/2014,704.5,6,AZ,59.95295,Var
PROGRESSIVE,11/3/2014,1104,6,OH,93.9504,Var
PROGRESSIVE,11/3/2014,536,6,OK,45.6136,Var
PROGRESSIVE,11/3/2014,544,6,OH,97.1584,Var
PROGRESSIVE,11/3/2014,264,6,OH,68.527008,Var
PROGRESSIVE,11/3/2014,377,6,OH,67.3322,Var
PROGRESSIVE,11/3/2014,383,6,IL,99.416076,Var
PROGRESSIVE,11/3/2014,961,6,TN,385.2200021,Var
PROGRESSIVE,11/3/2014,447,6,OH,38.0397,Var
PROGRESSIVE,11/3/2014,283,6,OK,91.10238931,Var
PROGRESSIVE,11/3/2014,584,6,PA,49.6984,Var
PROGRESSIVE,11/3/2014,1072,6,NJ,278.261184,Var
PROGRESSIVE,11/3/2014,281,6,IL,90.45855617,Var
PROGRESSIVE,11/3/2014,955,6,OK,382.8148824,Var
PROGRESSIVE,11/3/2014,552,6,KS,221.2710106,Var
PROGRESSIVE,11/3/2014,1605,6,NM,416.61306,Var
PROGRESSIVE,11/3/2014,723,6,OR,61.5273,Var
PROGRESSIVE,11/3/2014,841,6,SC,270.7318354,Var
PROGRESSIVE,11/3/2014,476,6,MO,123.556272,Var
PROGRESSIVE,11/3/2014,484,6,PA,86.4424,Var
PROGRESSIVE,11/3/2014,246,6,OH,79.19147622,Var
PROGRESSIVE,11/3/2014,466,6,SC,39.6566,Var
PROGRESSIVE,11/3/2014,634,6,TN,164.568648,Var
PROGRESSIVE,11/3/2014,1095,6,OH,93.1845,Var
PROGRESSIVE,11/3/2014,1803,6,PA,722.7384638,Var
PROGRESSIVE,11/3/2014,265,6,TN,22.5515,Var
PROGRESSIVE,11/3/2014,544.99,6,FL,175.4413115,Var
PROGRESSIVE,11/3/2014,715.5,6,CO,127.7883,Var
PROGRESSIVE,11/3/2014,1034,6,TN,414.4822915,Var
PROGRESSIVE,11/3/2014,386,6,PA,68.9396,Var
PROGRESSIVE,11/3/2014,870,6,KS,74.037,Var
PROGRESSIVE,11/3/2014,711,6,OH,126.9846,Var
PROGRESSIVE,11/3/2014,430,6,OR,76.798,Var
PROGRESSIVE,11/3/2014,549.5,6,AZ,98.1407,Var
TRAVELERS,11/3/2014,927,12,OK,202.24359,Var
TRAVELERS,11/3/2014,1087,12,TX,237.15079,Var
TRAVELERS,11/3/2014,1452,12,CT,316.78284,Var
TRAVELERS,11/3/2014,3393,12,NJ,740.25081,Var
TRAVELERS,11/3/2014,1065,12,OR,232.35105,Var
TRAVELERS,11/3/2014,3425,12,SC,747.23225,Var
TRAVELERS,11/3/2014,848,12,CT,185.00816,Var
TRAVELERS,11/3/2014,1135,12,TX,292.0608061,Var
TRAVELERS,11/3/2014,393,6,OH,137.9693766,Var
TRAVELERS,11/3/2014,1007,12,MN,219.69719,Var
TRAVELERS,11/3/2014,1329,12,OH,289.94793,Var
TRAVELERS,11/3/2014,1292,12,TX,281.87564,Var
TRAVELERS,11/3/2014,1431,12,CO,312.20127,Var
TRAVELERS,11/3/2014,695,12,TX,151.62815,Var
TRAVELERS,11/3/2014,1957,12,TX,426.95869,Var
TRAVELERS,11/3/2014,839,12,PA,183.04463,Var
TRAVELERS,11/3/2014,632,12,OH,137.88344,Var
TRAVELERS,11/3/2014,921,12,OH,200.93457,Var
TRAVELERS,11/3/2014,1556,12,CT,339.47252,Var
TRAVELERS,11/3/2014,1219,12,SC,265.94923,Var
TRAVELERS,11/3/2014,904,12,WA,213.6604,Var
TRAVELERS,11/3/2014,1162,6,OK,407.9399888,Var
TRAVELERS,11/3/2014,1907,12,OK,416.05019,Var
TRAVELERS,11/3/2014,1747,12,TX,381.14299,Var
TRAVELERS,11/3/2014,1223,12,TX,266.82191,Var
TRAVELERS,11/3/2014,1337,12,CT,291.69329,Var
TRAVELERS,11/3/2014,733,12,TX,159.91861,Var
FOREMOST,11/3/2014,981,6,NY,113.5903824,Var
FOREMOST,11/3/2014,417,6,CT,48.2845968,Var
FOREMOST,11/3/2014,563,6,NY,65.1899952,Var
FOREMOST,11/3/2014,1308,6,NY,151.4538432,Var
FOREMOST,11/3/2014,1198,6,NY,138.7168992,Var
FOREMOST,11/3/2014,1211,6,CT,140.2221744,Var
FOREMOST,11/3/2014,1020,6,GA,118.106208,Var
FOREMOST,11/3/2014,1743,6,NY,201.8226672,Var
FOREMOST,11/3/2014,522,6,GA,60.4425888,Var
FOREMOST,11/3/2014,455,6,GA,52.684632,Var
FOREMOST,11/3/2014,511,6,GA,59.1688944,Var
FOREMOST,11/3/2014,710,6,NY,82.211184,Var
FOREMOST,11/3/2014,494,6,NY,57.2004576,Var
FOREMOST,11/3/2014,879,6,CT,101.7797616,Var
FOREMOST,11/3/2014,1824,6,GA,211.2016896,Var
PLYMOUTH ROCK,11/3/2014,345,6,NJ,152.0208,Var
PLYMOUTH ROCK,11/3/2014,1493,6,NJ,657.87552,Var
PLYMOUTH ROCK,11/3/2014,714,6,NJ,314.61696,Var
PLYMOUTH ROCK,11/3/2014,891,6,NJ,392.61024,Var
PLYMOUTH ROCK,11/3/2014,864,6,NJ,380.71296,Var
PLYMOUTH ROCK,11/3/2014,1290,6,NJ,568.4256,Var
PLYMOUTH ROCK,11/3/2014,685,6,NJ,301.8384,Var
PLYMOUTH ROCK,11/3/2014,1657,6,NJ,730.14048,Var
PLYMOUTH ROCK,11/3/2014,1323,6,NJ,582.96672,Var
PLYMOUTH ROCK,11/3/2014,678,6,NJ,298.75392,Var
PLYMOUTH ROCK,11/3/2014,523,6,NJ,230.45472,Var
PLYMOUTH ROCK,11/3/2014,640,6,NJ,282.0096,Var
THE GENERAL,11/3/2014,428,12,OH,35.07032,Var
THE GENERAL,11/3/2014,2156,12,OH,176.66264,Var
THE GENERAL,11/3/2014,758,12,OH,62.11052,Var
THE GENERAL,11/3/2014,631,12,OH,51.70414,Var
THE GENERAL,11/3/2014,1350,12,OH,110.619,Var
SAFECO,11/3/2014,888,12,OH,263.1573934,Var
SAFECO,11/3/2014,864,12,OH,256.0450314,Var
SAFECO,11/3/2014,222,12,CO,36.62447636,Var
THE GENERAL,11/3/2014,2819,12,SC,230.98886,Var
THE GENERAL,11/3/2014,2097,12,SC,171.82818,Var
THE GENERAL,11/3/2014,1167,12,TX,95.62398,Var
THE GENERAL,11/3/2014,840,12,TX,68.8296,Var
MERCURY,11/3/2014,515,6,TX,148.154685,Var
MERCURY,11/3/2014,335,6,TX,96.372465,Var
MERCURY,11/3/2014,578,6,TX,166.278462,Var
MERCURY,11/3/2014,731,6,TX,210.293349,Var
MERCURY,11/3/2014,387,6,TX,111.331773,Var
MERCURY,11/3/2014,698,6,TX,200.799942,Var
MERCURY,11/3/2014,299,6,TX,86.016021,Var
MERCURY,11/3/2014,261,6,TX,75.084219,Var
MERCURY,11/3/2014,624,6,TX,179.511696,Var
MERCURY,11/3/2014,677,6,TX,194.758683,Var
MERCURY,11/3/2014,802.02,6,TX,230.7243116,Var
MERCURY,11/3/2014,441,6,TX,126.866439,Var
MERCURY,11/3/2014,1575,6,TX,453.094425,Var
MERCURY,11/3/2014,224,6,TX,64.440096,Var
MERCURY,11/3/2014,463,6,TX,133.195377,Var
MERCURY,11/3/2014,361,6,TX,103.852119,Var
MERCURY,11/3/2014,288,6,TX,82.851552,Var
MERCURY,11/3/2014,1092,6,TX,314.145468,Var
MERCURY,11/3/2014,821,6,TX,236.184459,Var
MERCURY,11/3/2014,455,6,TX,130.893945,Var
MERCURY,11/3/2014,452,6,TX,130.030908,Var
MERCURY,11/3/2014,330,6,TX,94.93407,Var
MERCURY,11/3/2014,501,6,TX,144.127179,Var
MERCURY,11/3/2014,350,6,TX,100.68765,Var
MERCURY,11/3/2014,430,6,TX,123.70197,Var
MERCURY,11/3/2014,287,6,TX,82.563873,Var
MERCURY,11/3/2014,715,6,TX,205.690485,Var
MERCURY,11/3/2014,436,6,TX,125.428044,Var
MERCURY,11/3/2014,871,6,TX,250.568409,Var
MERCURY,11/3/2014,451,6,TX,129.743229,Var
SAFECO,11/3/2014,1553.6,12,SC,429.8997632,Var
SAFECO,11/3/2014,369.3,12,TN,102.1897416,Var
SAFECO,11/3/2014,1532.32,12,OK,424.0113318,Var
SAFECO,11/3/2014,1124.6,12,TN,275.318949,Var
SAFECO,11/3/2014,1247.7,12,IN,345.2535624,Var
SAFECO,11/3/2014,481,12,MS,133.098472,Var
SAFECO,11/3/2014,565.7,12,GA,139.167857,Var
SAFECO,11/3/2014,1168.3,12,OH,286.0173645,Var
SAFECO,11/3/2014,1364,12,AR,333.92766,Var
SAFECO,11/3/2014,989,12,SC,273.668168,Var
SAFECO,11/3/2014,1036.86,12,NY,286.9116043,Var
SAFECO,11/3/2014,1946.4,12,MS,538.5922368,Var
SAFECO,11/3/2014,431.9,12,OH,119.5119128,Var
SAFECO,11/3/2014,587.2,12,MO,162.4852864,Var
SAFECO,11/3/2014,1985,12,OH,549.27332,Var
SAFECO,11/3/2014,273,12,OH,75.542376,Var
SAFECO,11/3/2014,818.4,12,GA,201.334584,Var
SAFECO,11/3/2014,1627,12,MN,398.314005,Var
SAFECO,11/3/2014,199.5,12,NY,55.204044,Var
SAFECO,11/3/2014,1231,12,TN,340.632472,Var
SAFECO,11/3/2014,900,12,VA,249.0408,Var
SAFECO,11/3/2014,1875.7,12,OR,459.1994955,Var
SAFECO,11/3/2014,625,12,TN,172.945,Var
SAFECO,11/3/2014,1176,12,GA,289.30776,Var
SAFECO,11/3/2014,1187,12,TN,290.595405,Var
SAFECO,11/3/2014,343,6,SC,28.85245685,Var
SAFECO,11/3/2014,822.6,12,AL,227.6232912,Var
SAFECO,11/3/2014,548.5,12,OH,151.776532,Var
SAFECO,11/3/2014,2099,12,TN,126.3598,Var
SAFECO,11/3/2014,1070.4,12,GA,263.329104,Var
SAFECO,11/3/2014,894.6,6,OH,75.25191807,Var
SAFECO,11/3/2014,710.8,12,OH,196.6868896,Var
SAFECO,11/3/2014,459,12,SC,127.010808,Var
SAFECO,11/3/2014,229,12,OH,63.367048,Var
SAFECO,11/3/2014,874,12,WA,241.846288,Var
SAFECO,11/3/2014,1213.4,12,AL,297.058521,Var
SAFECO,11/3/2014,879.2,12,OH,243.2851904,Var
SAFECO,11/3/2014,798,12,WA,220.816176,Var
SAFECO,11/3/2014,1072,12,TN,262.44168,Var
SAFECO,11/3/2014,1716,12,OH,420.10254,Var
SAFECO,11/3/2014,2831.8,12,CO,783.5930416,Var
SAFECO,11/3/2014,2048,12,AR,501.38112,Var
SAFECO,11/3/2014,2179.3,12,MS,533.5253295,Var
SAFECO,11/3/2014,542.7,12,CO,150.1716024,Var
SAFECO,11/3/2014,974.63,12,WV,269.6918166,Var
SAFECO,11/3/2014,643.9,12,NM,178.1748568,Var
SAFECO,11/3/2014,622,12,WA,172.114864,Var
SAFECO,11/3/2014,1395.2,12,CT,300.77024,Var
SAFECO,11/3/2014,2256.1,12,GA,486.3587575,Var
SAFECO,11/3/2014,743.4,12,NY,205.7077008,Var
SAFECO,11/3/2014,1173.6,12,OH,324.7492032,Var
SAFECO,11/3/2014,1537.9,12,GA,331.5327925,Var
SAFECO,11/3/2014,621.7,12,WI,172.0318504,Var
SAFECO,11/3/2014,712.8,12,TX,197.2403136,Var
SAFECO,11/3/2014,2314.1,12,TX,566.5263915,Var
SAFECO,11/3/2014,637.4,12,TX,176.3762288,Var
SAFECO,11/3/2014,1352.7,12,TX,374.3083224,Var
SAFECO,11/3/2014,378.2,12,TX,104.6524784,Var
SAFECO,11/3/2014,3500,12,TX,968.492,Var
SAFECO,11/3/2014,1349.9,12,TX,330.4757685,Var
SAFECO,11/3/2014,2397.9,12,TX,663.5277048,Var
SAFECO,11/3/2014,673,12,TX,186.227176,Var
SAFECO,11/3/2014,1798.8,12,TX,497.7495456,Var
SAFECO,11/3/2014,2982,12,TX,730.03833,Var
SAFECO,11/3/2014,1407.8,12,TX,389.5551536,Var
SAFECO,11/3/2014,1103.3,12,TX,305.2963496,Var
SAFECO,11/3/2014,748.9,12,TX,207.2296168,Var
SAFECO,11/3/2014,1278,12,TX,353.637936,Var
SAFECO,11/3/2014,869.9,12,TX,240.7117688,Var
HARTFORD,11/4/2014,707,6,SC,201.3294065,Var
HARTFORD,11/4/2014,769,12,TX,198.1161883,Var
HARTFORD,11/4/2014,635,6,TX,180.8262703,Var
HARTFORD,11/4/2014,572,6,TX,162.8860262,Var
HARTFORD,11/4/2014,1027,6,TX,292.4544561,Var
HARTFORD,11/4/2014,824,12,TX,212.2857467,Var
HARTFORD,11/4/2014,739,12,TX,190.3873383,Var
HARTFORD,11/4/2014,1016,6,TX,289.3220325,Var
HARTFORD,11/4/2014,708,6,TX,201.6141722,Var
HARTFORD,11/4/2014,883,6,TX,251.4481837,Var
HARTFORD,11/4/2014,833,12,AZ,214.6044017,Var
HARTFORD,11/4/2014,429,6,GA,122.1645196,Var
HARTFORD,11/4/2014,522,6,IN,148.6477372,Var
HARTFORD,11/4/2014,522,6,PA,148.6477372,Var
HARTFORD,11/4/2014,859,12,TN,221.3027383,Var
HARTFORD,11/4/2014,543.5,6,MN,154.7702014,Var
HARTFORD,11/4/2014,678,6,AL,193.0711988,Var
HARTFORD,11/4/2014,415,12,OH,106.9157583,Var
HARTFORD,11/4/2014,898,6,NY,255.7196704,Var
HARTFORD,11/4/2014,692,6,OR,197.0579198,Var
HARTFORD,11/4/2014,123,12,TX,31.311905,Var
MERCURY,11/4/2014,2256,12,FL,389.1788,Var
21ST,11/4/2014,990.58,6,OR,220,Fixed
21ST,11/4/2014,106.75,6,OR,220,Fixed
21ST,11/4/2014,290.69,6,UT,220,Fixed
21ST,11/4/2014,745,6,UT,220,Fixed
21ST,11/4/2014,547,6,UT,220,Fixed
21ST,11/4/2014,976.21,6,GA,220,Fixed
21ST,11/4/2014,1128,6,GA,220,Fixed
21ST,11/4/2014,920,6,CO,220,Fixed
21ST,11/4/2014,201.73,6,GA,220,Fixed
21ST,11/4/2014,335.09,6,TX,220,Fixed
21ST,11/4/2014,728.39,6,CT,220,Fixed
21ST,11/4/2014,432.53,6,NM,220,Fixed
21ST,11/4/2014,1379.65,6,PA,220,Fixed
21ST,11/4/2014,847.49,6,GA,220,Fixed
21ST,11/4/2014,409,6,TX,220,Fixed
21ST,11/4/2014,1425.89,6,GA,220,Fixed
21ST,11/4/2014,1359.15,6,GA,220,Fixed
21ST,11/4/2014,910.68,6,TX,220,Fixed
21ST,11/4/2014,1235.98,6,VA,220,Fixed
21ST,11/4/2014,661,6,GA,220,Fixed
21ST,11/4/2014,999,6,TX,220,Fixed
21ST,11/4/2014,389,6,WA,220,Fixed
21ST,11/4/2014,453,6,GA,220,Fixed
21ST,11/4/2014,973,6,GA,220,Fixed
21ST,11/4/2014,351.79,6,GA,220,Fixed
21ST,11/4/2014,213.83,6,GA,220,Fixed
21ST,11/4/2014,2636.14,6,GA,220,Fixed
21ST,11/4/2014,301.12,6,GA,220,Fixed
21ST,11/4/2014,599,6,GA,220,Fixed
21ST,11/4/2014,1267.63,6,WA,220,Fixed
21ST,11/4/2014,2189,6,CT,220,Fixed
MERCURY,11/4/2014,476,6,NY,136.935204,Var
MERCURY,11/4/2014,336,6,NY,96.660144,Var
MERCURY,11/4/2014,534,6,NY,153.620586,Var
MERCURY,11/4/2014,3280,6,NY,943.58712,Var
HARTFORD,11/4/2014,480,12,WA,122.1928,Var
DAIRYLAND,11/4/2014,47.01,6,TX,3.951245032,Var
DAIRYLAND,11/4/2014,274.44,6,TX,23.06700035,Var
MERCURY,11/4/2014,316,6,VA,90.906564,Var
MERCURY,11/4/2014,1057,12,VA,182.3413083,Var
MERCURY,11/4/2014,1214,12,VA,209.4251167,Var
MERCURY,11/4/2014,909,12,VA,156.810075,Var
MERCURY,11/4/2014,636,12,VA,109.7153,Var
MERCURY,11/4/2014,726,12,VA,125.24105,Var
MERCURY,11/4/2014,1710,12,VA,294.98925,Var
MERCURY,11/4/2014,1869,12,VA,322.418075,Var
MERCURY,11/4/2014,1487,12,VA,256.5198917,Var
MERCURY,11/4/2014,1077,6,VA,309.830283,Var
MERCURY,11/4/2014,932,12,VA,160.7777667,Var
MERCURY,11/4/2014,1648,12,VA,284.2937333,Var
MERCURY,11/4/2014,1022,6,VA,294.007938,Var
MERCURY,11/4/2014,1938,12,VA,334.32115,Var
ESURANCE,11/4/2014,700,6,AR,475,Fixed
ESURANCE,11/4/2014,400,6,VA,225,Fixed
ESURANCE,11/4/2014,554,6,KS,475,Fixed
ESURANCE,11/4/2014,849,6,VA,475,Fixed
PROGRESSIVE,11/4/2014,1163,6,AR,301.882236,Var
PROGRESSIVE,11/4/2014,719.8,6,WV,186.8399256,Var
PROGRESSIVE,11/4/2014,698,6,OH,181.181256,Var
PROGRESSIVE,11/4/2014,774.24,6,WV,138.279264,Var
PROGRESSIVE,11/4/2014,1116,6,MO,447.3522605,Var
PROGRESSIVE,11/4/2014,552,6,WI,98.5872,Var
PROGRESSIVE,11/4/2014,346,6,IN,89.811912,Var
PROGRESSIVE,11/4/2014,1670,6,SC,298.262,Var
PROGRESSIVE,11/4/2014,581,6,MS,187.0335272,Var
PROGRESSIVE,11/4/2014,328,6,TN,85.139616,Var
PROGRESSIVE,11/4/2014,727,6,NJ,234.0333464,Var
PROGRESSIVE,11/4/2014,275,6,WI,88.52705675,Var
PROGRESSIVE,11/4/2014,468,6,SC,150.6569548,Var
PROGRESSIVE,11/4/2014,1341,6,MS,431.6901204,Var
PROGRESSIVE,11/4/2014,259,6,TN,83.37639163,Var
PROGRESSIVE,11/4/2014,536,6,SC,95.7296,Var
PROGRESSIVE,11/4/2014,299,6,PA,77.612028,Var
PROGRESSIVE,11/4/2014,417,6,PA,108.241524,Var
PROGRESSIVE,11/4/2014,331,6,WI,85.918332,Var
PROGRESSIVE,11/4/2014,935,6,AL,79.5685,Var
PROGRESSIVE,11/4/2014,447,6,PA,79.8342,Var
PROGRESSIVE,11/4/2014,337,6,MO,108.4858841,Var
PROGRESSIVE,11/4/2014,521,6,KS,208.8445589,Var
PROGRESSIVE,11/4/2014,686,6,OK,178.066392,Var
PROGRESSIVE,11/4/2014,328,6,PA,85.139616,Var
PROGRESSIVE,11/4/2014,513,6,NJ,165.1432004,Var
PROGRESSIVE,11/4/2014,394,6,TN,126.8351286,Var
PROGRESSIVE,11/4/2014,635,6,OH,54.0385,Var
PROGRESSIVE,11/4/2014,588,6,AL,189.2869432,Var
PROGRESSIVE,11/4/2014,222,6,IN,57.624984,Var
PROGRESSIVE,11/4/2014,178,6,TN,46.203816,Var
PROGRESSIVE,11/4/2014,371,6,SC,119.4310475,Var
PROGRESSIVE,11/4/2014,460,6,OH,148.0816222,Var
PROGRESSIVE,11/4/2014,798,6,SC,67.9098,Var
PROGRESSIVE,11/4/2014,319,6,OH,27.1469,Var
PROGRESSIVE,11/4/2014,557,6,TN,99.4802,Var
PROGRESSIVE,11/4/2014,253.5,6,CO,81.6058505,Var
PROGRESSIVE,11/4/2014,469,6,OH,39.9119,Var
PROGRESSIVE,11/4/2014,232,6,AL,41.4352,Var
PROGRESSIVE,11/4/2014,727,6,OH,291.4203346,Var
PROGRESSIVE,11/4/2014,446.73,6,FL,143.8097893,Var
PROGRESSIVE,11/4/2014,593,6,OH,190.896526,Var
PROGRESSIVE,11/4/2014,277,6,MN,71.901444,Var
PROGRESSIVE,11/4/2014,810.5,6,MN,68.97355,Var
PROGRESSIVE,11/4/2014,176.5,6,AZ,56.81827461,Var
PROGRESSIVE,11/4/2014,343,6,SC,110.4173835,Var
PROGRESSIVE,11/4/2014,676,6,OH,120.7336,Var
PROGRESSIVE,11/4/2014,1013,6,KS,180.9218,Var
PROGRESSIVE,11/4/2014,679,6,NV,218.581351,Var
TRAVELERS,11/4/2014,1290,12,TX,281.4393,Var
TRAVELERS,11/4/2014,807,12,TX,176.06319,Var
TRAVELERS,11/4/2014,1327,12,VA,289.51159,Var
TRAVELERS,11/4/2014,913,12,NJ,199.18921,Var
TRAVELERS,11/4/2014,1957,12,OK,426.95869,Var
TRAVELERS,11/4/2014,1089,12,OK,237.58713,Var
TRAVELERS,11/4/2014,893,12,TN,194.82581,Var
TRAVELERS,11/4/2014,992,12,SC,216.42464,Var
TRAVELERS,11/4/2014,1442,12,NJ,314.60114,Var
TRAVELERS,11/4/2014,1257,12,TX,274.23969,Var
TRAVELERS,11/4/2014,1535,12,TX,334.89095,Var
TRAVELERS,11/4/2014,2517,12,CT,549.13389,Var
TRAVELERS,11/4/2014,752,12,MO,164.06384,Var
TRAVELERS,11/4/2014,1167,12,TX,254.60439,Var
TRAVELERS,11/4/2014,2077,12,WI,534.4584091,Var
TRAVELERS,11/4/2014,1457,12,CT,317.87369,Var
TRAVELERS,11/4/2014,1359,12,PA,296.49303,Var
TRAVELERS,11/4/2014,799,12,OH,174.31783,Var
TRAVELERS,11/4/2014,927,12,TX,202.24359,Var
TRAVELERS,11/4/2014,1580,12,UT,344.7086,Var
TRAVELERS,11/4/2014,2164,12,NJ,472.11988,Var
TRAVELERS,11/4/2014,2438,12,SC,531.89846,Var
TRAVELERS,11/4/2014,1202,12,TN,262.24034,Var
TRAVELERS,11/4/2014,1223,12,SC,266.82191,Var
TRAVELERS,11/4/2014,1387,12,TX,302.60179,Var
TRAVELERS,11/4/2014,1522,12,OH,332.05474,Var
TRAVELERS,11/4/2014,785,12,TX,171.26345,Var
TRAVELERS,11/4/2014,574,12,VA,125.22958,Var
TRAVELERS,11/4/2014,884,12,OK,192.86228,Var
TRAVELERS,11/4/2014,1925,12,TX,495.3454201,Var
TRAVELERS,11/4/2014,570,12,TN,124.3569,Var
TRAVELERS,11/4/2014,1414,12,OH,308.49238,Var
METLIFE,11/4/2014,781,12,NY,203.665275,Var
FOREMOST,11/4/2014,1831,6,GA,212.0122224,Var
FOREMOST,11/4/2014,1881,6,CT,217.8017424,Var
FOREMOST,11/4/2014,2195,6,NY,254.159928,Var
FOREMOST,11/4/2014,690,6,GA,79.895376,Var
FOREMOST,11/4/2014,519,6,GA,60.0952176,Var
FOREMOST,11/4/2014,895,6,CT,103.632408,Var
FOREMOST,11/4/2014,444,6,GA,51.4109376,Var
FOREMOST,11/4/2014,669,6,GA,77.4637776,Var
FOREMOST,11/4/2014,2265,6,NY,262.265256,Var
FOREMOST,11/4/2014,861,6,NY,99.6955344,Var
FOREMOST,11/4/2014,623,6,NY,72.1374192,Var
FOREMOST,11/4/2014,803,6,NY,92.9796912,Var
FOREMOST,11/4/2014,880,6,GA,101.895552,Var
FOREMOST,11/4/2014,1159,6,GA,134.2010736,Var
FOREMOST,11/4/2014,1419,12,GA,106.673325,Var
FOREMOST,11/4/2014,967,6,GA,111.9693168,Var
FOREMOST,11/4/2014,536,6,GA,62.0636544,Var
FOREMOST,11/4/2014,756,6,CT,87.5375424,Var
FOREMOST,11/4/2014,1674,6,CT,193.8331296,Var
FOREMOST,11/4/2014,770,6,GA,89.158608,Var
FOREMOST,11/4/2014,340,6,GA,39.368736,Var
FOREMOST,11/4/2014,2591,6,NY,300.0129264,Var
FOREMOST,11/4/2014,859,6,CT,99.4639536,Var
FOREMOST,11/4/2014,109.2,6,NY,12.64431168,Var
FOREMOST,11/4/2014,648,6,NY,75.0321792,Var
FOREMOST,11/4/2014,462,6,NY,53.4951648,Var
PLYMOUTH ROCK,11/4/2014,574,6,NJ,252.92736,Var
PLYMOUTH ROCK,11/4/2014,605,6,NJ,266.5872,Var
PLYMOUTH ROCK,11/4/2014,434,6,NJ,191.23776,Var
PLYMOUTH ROCK,11/4/2014,342,6,NJ,150.69888,Var
PLYMOUTH ROCK,11/4/2014,1473,6,NJ,649.06272,Var
PLYMOUTH ROCK,11/4/2014,431,6,NJ,189.91584,Var
ASI,11/4/2014,149,12,NY,18.83658,Var
THE GENERAL,11/4/2014,822,12,OH,67.35468,Var
THE GENERAL,11/4/2014,4902,12,OH,401.66988,Var
THE GENERAL,11/4/2014,919,12,OH,75.30286,Var
THE GENERAL,11/4/2014,2148,12,OH,176.00712,Var
THE GENERAL,11/4/2014,580,12,OH,47.5252,Var
SAFECO,11/4/2014,705,12,AZ,208.9256333,Var
SAFECO,11/4/2014,983,12,CO,291.3104929,Var
SAFECO,11/4/2014,500,12,WA,148.174208,Var
SAFECO,11/4/2014,11490,12,TX,2607.924549,Var
SAFECO,11/4/2014,810,12,OH,240.0422169,Var
THE GENERAL,11/4/2014,803,12,TN,65.79782,Var
THE GENERAL,11/4/2014,1023,12,TX,83.82462,Var
THE GENERAL,11/4/2014,844,12,TX,69.15736,Var
THE GENERAL,11/4/2014,673,6,TX,70.01547424,Var
THE GENERAL,11/4/2014,972,12,TX,79.64568,Var
THE GENERAL,11/4/2014,1238,6,TX,128.7951814,Var
MERCURY,11/4/2014,771,6,TX,221.800509,Var
MERCURY,11/4/2014,774,6,TX,222.663546,Var
MERCURY,11/4/2014,1324,6,TX,380.886996,Var
MERCURY,11/4/2014,708,6,TX,203.676732,Var
MERCURY,11/4/2014,1358,6,TX,390.668082,Var
MERCURY,11/4/2014,366,6,TX,105.290514,Var
MERCURY,11/4/2014,410,6,TX,117.94839,Var
MERCURY,11/4/2014,2780,6,TX,799.74762,Var
MERCURY,11/4/2014,761,6,TX,218.923719,Var
MERCURY,11/4/2014,697,6,TX,200.512263,Var
MERCURY,11/4/2014,440,6,TX,126.57876,Var
MERCURY,11/4/2014,1231,6,TX,354.132849,Var
MERCURY,11/4/2014,1035,6,TX,297.747765,Var
MERCURY,11/4/2014,236,6,TX,67.892244,Var
MERCURY,11/4/2014,391,6,TX,112.482489,Var
MERCURY,11/4/2014,1157,6,TX,332.844603,Var
MERCURY,11/4/2014,1593,6,TX,458.272647,Var
MERCURY,11/4/2014,239,6,TX,68.755281,Var
MERCURY,11/4/2014,223,6,TX,64.152417,Var
MERCURY,11/4/2014,529,6,TX,152.182191,Var
MERCURY,11/4/2014,474,6,TX,136.359846,Var
MERCURY,11/4/2014,1954,6,TX,562.124766,Var
MERCURY,11/4/2014,448,6,TX,128.880192,Var
MERCURY,11/4/2014,480,6,TX,138.08592,Var
MERCURY,11/4/2014,1675,6,TX,481.862325,Var
MERCURY,11/4/2014,1192,6,TX,342.913368,Var
MERCURY,11/4/2014,1296,6,TX,372.831984,Var
MERCURY,11/4/2014,649,6,TX,186.703671,Var
SAFECO,11/4/2014,324.4,12,WA,89.7653728,Var
SAFECO,11/4/2014,802.6,12,OH,222.0890512,Var
SAFECO,11/4/2014,2432,12,NY,672.963584,Var
SAFECO,11/4/2014,582.3,6,OH,187.2735496,Var
SAFECO,11/4/2014,1222.4,12,GA,300.722624,Var
SAFECO,11/4/2014,2843,12,MO,696.009045,Var
SAFECO,11/4/2014,1726.52,12,NY,422.6779938,Var
SAFECO,11/4/2014,1438,12,OH,352.04397,Var
SAFECO,11/4/2014,1439.54,12,NY,398.3379925,Var
SAFECO,11/4/2014,738.4,12,GA,181.653784,Var
SAFECO,11/4/2014,1050,12,CT,258.3105,Var
SAFECO,11/4/2014,976,12,MS,270.070912,Var
SAFECO,11/4/2014,1142.2,12,CO,279.627693,Var
SAFECO,11/4/2014,927,12,AR,256.512024,Var
SAFECO,11/4/2014,1583,12,NY,387.542145,Var
SAFECO,11/4/2014,877,6,NY,73.77144215,Var
SAFECO,11/4/2014,1606.5,12,PA,444.537828,Var
SAFECO,11/4/2014,480,6,SC,40.376616,Var
SAFECO,11/4/2014,563.2,12,AL,137.879808,Var
SAFECO,11/4/2014,1080,12,KS,264.4002,Var
SAFECO,11/4/2014,1128.37,6,NY,94.91617124,Var
SAFECO,11/4/2014,614,12,GA,151.05014,Var
SAFECO,11/4/2014,2257.2,12,CT,486.59589,Var
